farm_id,crop,area,yield,rainfall,temperature,fertilizer,pesticide,soil_type,irrigation,cost,revenue,profit,season,region
308,Wheat,-5.0,2,10000,100,200,100,Clay,yes,1000,100,500,Dry,Region1
309,Wheat,-5.0,-1,10000,20,50,10,Sandy,1,-500,2000,-1000,Wet,Region1
310,Wheat,-5.0,2,5000,100,50,100,Clay,yes,-500,100,500,Wet,Region2
311,Maize,-5.0,5,5000,20,200,100,Clay,0,1000,2000,500,Wet,Region1
312,Maize,1.5,2,10000,100,200,100,Sandy,1,1000,2000,500,Dry,Region1
313,Rice,1.5,5,10000,45,200,100,Sandy,1,1000,100,500,Wet,Region1
314,Maize,-5.0,-1,10000,20,50,10,Clay,1,1000,2000,-1000,Dry,Region2
315,Rice,1.5,-1,5000,20,200,10,Clay,0,-500,2000,500,Wet,Region1
316,Maize,1.5,2,5000,20,50,10,Sandy,yes,-500,2000,500,Wet,Region1
317,Wheat,10.0,5,100,20,200,100,Clay,yes,-500,2000,-1000,Dry,Region2
318,Rice,1.5,2,5000,45,50,10,Sandy,1,1000,2000,500,Wet,Region2
319,Rice,1.5,2,10000,45,50,10,Clay,0,-500,2000,-1000,Wet,Region2
320,Rice,-5.0,2,100,45,50,10,Sandy,yes,1000,100,-1000,Dry,Region2
321,Maize,-5.0,2,10000,20,200,10,Sandy,yes,1000,100,-1000,Dry,Region1
322,Maize,10.0,5,5000,20,200,100,Sandy,1,1000,100,-1000,Dry,Region1
323,Wheat,-5.0,-1,100,45,200,10,Sandy,1,1000,2000,-1000,Wet,Region2
324,Rice,1.5,-1,10000,45,50,100,Clay,0,1000,2000,-1000,Dry,Region1
325,Rice,1.5,-1,100,45,50,100,Clay,0,1000,100,-1000,Dry,Region1
326,Wheat,1.5,5,100,20,50,100,Sandy,yes,1000,100,500,Dry,Region1
327,Maize,1.5,2,5000,20,50,100,Sandy,0,1000,2000,-1000,Wet,Region2
328,Rice,10.0,-1,10000,20,200,10,Clay,1,1000,100,500,Dry,Region1
329,Rice,1.5,2,100,100,50,100,Sandy,0,-500,2000,500,Dry,Region1
330,Wheat,-5.0,5,100,45,200,10,Sandy,0,1000,2000,500,Wet,Region1
331,Maize,1.5,-1,5000,100,50,10,Clay,1,1000,100,-1000,Dry,Region2
332,Rice,-5.0,5,10000,45,200,10,Clay,yes,1000,100,500,Dry,Region1
333,Wheat,1.5,2,10000,100,50,100,Sandy,yes,1000,100,-1000,Dry,Region2
334,Wheat,1.5,-1,5000,100,200,10,Sandy,1,-500,100,-1000,Dry,Region2
335,Rice,-5.0,5,10000,45,50,100,Sandy,0,1000,2000,-1000,Dry,Region2
336,Wheat,10.0,-1,10000,100,200,100,Clay,yes,1000,100,-1000,Wet,Region1
337,Maize,-5.0,-1,5000,45,50,10,Clay,0,1000,2000,500,Wet,Region1
338,Wheat,10.0,2,10000,20,200,10,Sandy,0,-500,100,-1000,Wet,Region1
339,Wheat,-5.0,5,10000,20,200,100,Clay,yes,-500,100,500,Dry,Region2
340,Maize,10.0,5,100,45,50,10,Sandy,0,-500,100,-1000,Wet,Region2
341,Wheat,1.5,2,10000,100,200,100,Sandy,1,-500,100,-1000,Wet,Region2
342,Maize,10.0,5,5000,100,50,100,Clay,0,1000,2000,-1000,Dry,Region1
343,Wheat,1.5,5,100,20,200,10,Sandy,0,1000,100,500,Dry,Region2
344,Maize,10.0,5,10000,100,50,10,Clay,yes,1000,100,-1000,Wet,Region2
345,Wheat,1.5,5,5000,45,50,10,Clay,1,-500,100,500,Dry,Region1
346,Wheat,1.5,2,100,45,200,10,Clay,0,-500,2000,-1000,Dry,Region2
347,Maize,1.5,-1,10000,20,200,10,Clay,0,1000,2000,500,Dry,Region1
348,Maize,-5.0,5,5000,20,200,10,Sandy,yes,1000,100,500,Dry,Region1
349,Rice,1.5,-1,100,20,200,100,Clay,1,-500,100,-1000,Dry,Region2
350,Maize,10.0,2,5000,100,200,100,Sandy,0,-500,100,500,Wet,Region1
351,Maize,10.0,-1,100,45,200,100,Clay,0,-500,100,-1000,Wet,Region1
352,Maize,10.0,-1,5000,45,200,100,Clay,yes,-500,2000,500,Wet,Region1
353,Rice,-5.0,2,100,100,200,100,Clay,yes,-500,2000,500,Wet,Region1
354,Maize,1.5,2,10000,20,200,10,Clay,yes,1000,2000,500,Dry,Region2
355,Wheat,-5.0,5,5000,45,200,100,Sandy,yes,-500,2000,500,Dry,Region1
356,Rice,-5.0,5,100,100,50,100,Sandy,1,1000,2000,-1000,Dry,Region1
357,Maize,10.0,5,10000,45,50,100,Clay,yes,-500,100,-1000,Wet,Region2
358,Rice,10.0,5,100,100,200,100,Sandy,0,-500,100,500,Dry,Region1
359,Wheat,10.0,2,10000,20,50,100,Sandy,yes,1000,2000,-1000,Dry,Region2
360,Maize,-5.0,5,10000,100,50,100,Sandy,0,-500,100,-1000,Dry,Region1
361,Wheat,10.0,-1,10000,20,200,100,Clay,1,-500,2000,500,Dry,Region2
362,Maize,-5.0,5,100,45,50,100,Sandy,0,-500,2000,500,Wet,Region1
363,Wheat,-5.0,5,10000,100,200,10,Sandy,yes,-500,100,-1000,Dry,Region1
364,Maize,-5.0,5,100,20,50,10,Sandy,1,-500,100,500,Wet,Region2
365,Maize,1.5,2,100,45,50,100,Sandy,1,1000,100,500,Dry,Region2
366,Maize,10.0,5,5000,20,200,10,Clay,1,-500,100,-1000,Dry,Region2
367,Rice,10.0,2,5000,100,50,10,Clay,yes,-500,2000,500,Wet,Region2
368,Rice,10.0,-1,5000,45,200,100,Clay,0,1000,100,-1000,Dry,Region1
369,Wheat,1.5,5,5000,20,50,100,Sandy,yes,1000,100,500,Dry,Region1
370,Wheat,10.0,2,10000,20,200,10,Sandy,1,-500,100,-1000,Dry,Region1
371,Maize,1.5,2,10000,45,50,10,Sandy,1,-500,2000,-1000,Dry,Region2
372,Rice,1.5,-1,5000,45,50,10,Sandy,yes,1000,100,-1000,Wet,Region2
373,Rice,10.0,-1,5000,45,200,100,Clay,1,1000,2000,-1000,Wet,Region1
374,Wheat,-5.0,2,10000,45,200,10,Sandy,1,1000,100,-1000,Wet,Region1
375,Wheat,1.5,-1,100,100,50,100,Sandy,yes,-500,100,-1000,Wet,Region1
376,Wheat,10.0,2,5000,100,50,10,Sandy,0,1000,100,-1000,Dry,Region2
377,Rice,10.0,2,5000,100,50,100,Clay,1,1000,2000,500,Wet,Region1
378,Rice,10.0,5,5000,20,50,100,Clay,yes,1000,2000,-1000,Wet,Region2
379,Rice,1.5,-1,10000,45,200,10,Sandy,yes,1000,2000,500,Dry,Region2
380,Rice,1.5,-1,10000,20,50,100,Clay,yes,1000,100,-1000,Dry,Region1
381,Maize,1.5,5,10000,20,200,100,Clay,0,-500,2000,500,Wet,Region1
382,Maize,10.0,2,100,45,50,100,Clay,yes,1000,100,-1000,Dry,Region2
383,Maize,10.0,2,10000,45,200,10,Sandy,1,-500,100,500,Wet,Region2
384,Wheat,-5.0,-1,10000,100,50,10,Sandy,0,-500,100,-1000,Dry,Region2
385,Rice,-5.0,2,100,100,200,100,Clay,1,-500,2000,500,Wet,Region2
386,Maize,1.5,2,100,100,50,100,Sandy,yes,1000,100,500,Dry,Region1
387,Wheat,10.0,5,5000,45,200,10,Sandy,1,-500,2000,-1000,Wet,Region2
388,Maize,1.5,5,5000,100,50,10,Clay,0,-500,100,-1000,Wet,Region2
389,Rice,1.5,2,5000,45,200,10,Sandy,1,-500,2000,-1000,Dry,Region2
390,Maize,1.5,-1,5000,20,200,10,Clay,yes,1000,2000,-1000,Dry,Region2
391,Rice,10.0,2,10000,20,50,100,Clay,yes,1000,2000,-1000,Wet,Region2
392,Maize,-5.0,-1,100,45,50,10,Clay,0,-500,100,500,Dry,Region1
393,Maize,1.5,5,100,100,200,10,Sandy,yes,1000,2000,-1000,Wet,Region1
394,Wheat,-5.0,5,100,45,200,10,Clay,yes,-500,2000,-1000,Dry,Region2
395,Wheat,-5.0,-1,10000,20,200,100,Sandy,yes,1000,100,-1000,Dry,Region1
396,Maize,10.0,-1,100,20,200,10,Sandy,0,-500,2000,500,Wet,Region1
397,Wheat,10.0,-1,10000,20,50,10,Clay,0,1000,2000,-1000,Dry,Region2
398,Wheat,-5.0,-1,10000,100,200,10,Sandy,0,-500,2000,-1000,Dry,Region2
399,Wheat,10.0,2,10000,20,200,10,Sandy,yes,1000,100,-1000,Wet,Region2
400,Rice,10.0,2,100,45,50,10,Sandy,yes,-500,100,500,Wet,Region1
401,Maize,10.0,5,5000,20,200,10,Clay,1,1000,100,-1000,Dry,Region2
402,Wheat,1.5,5,5000,45,50,10,Sandy,yes,-500,2000,-1000,Wet,Region2
403,Wheat,10.0,2,100,20,200,10,Sandy,yes,-500,2000,-1000,Dry,Region1
404,Wheat,10.0,5,10000,100,200,100,Clay,yes,-500,100,500,Wet,Region1
405,Wheat,-5.0,-1,5000,100,200,100,Sandy,0,1000,2000,500,Wet,Region1
406,Wheat,10.0,2,10000,20,50,10,Clay,1,1000,2000,-1000,Wet,Region2
407,Maize,1.5,2,10000,20,200,100,Sandy,1,1000,2000,-1000,Wet,Region2
408,Maize,1.5,2,100,45,200,10,Clay,yes,1000,100,-1000,Dry,Region1
409,Rice,-5.0,-1,10000,100,200,10,Sandy,yes,1000,2000,500,Dry,Region2
410,Rice,1.5,-1,5000,100,50,10,Clay,yes,-500,2000,500,Dry,Region2
411,Rice,10.0,5,10000,20,50,10,Clay,yes,1000,100,500,Dry,Region1
412,Rice,10.0,2,100,100,50,10,Sandy,yes,1000,100,500,Dry,Region2
413,Rice,-5.0,5,100,20,50,100,Clay,0,1000,2000,-1000,Wet,Region2
414,Wheat,10.0,5,5000,100,50,10,Sandy,0,1000,2000,500,Wet,Region2
415,Maize,-5.0,5,10000,20,200,10,Sandy,1,-500,100,500,Wet,Region1
416,Maize,1.5,5,100,45,50,10,Sandy,yes,-500,2000,500,Dry,Region2
417,Wheat,1.5,2,10000,20,50,10,Clay,0,-500,100,500,Dry,Region1
418,Rice,1.5,5,100,45,200,10,Sandy,1,1000,2000,500,Wet,Region2
419,Rice,1.5,-1,5000,20,200,100,Sandy,0,1000,2000,500,Wet,Region2
420,Rice,-5.0,-1,100,100,50,100,Clay,1,-500,2000,500,Dry,Region1
421,Wheat,1.5,2,100,100,200,10,Sandy,1,-500,100,500,Dry,Region2
422,Wheat,1.5,2,5000,100,200,10,Sandy,yes,1000,100,-1000,Dry,Region1
423,Maize,10.0,2,5000,45,50,100,Sandy,yes,-500,100,-1000,Dry,Region2
424,Wheat,1.5,5,10000,20,50,100,Sandy,1,-500,100,-1000,Wet,Region2
425,Rice,1.5,-1,100,100,200,10,Clay,0,1000,100,-1000,Wet,Region2
426,Rice,1.5,-1,5000,100,200,100,Sandy,yes,1000,100,500,Dry,Region2
427,Rice,10.0,-1,5000,100,50,100,Sandy,yes,1000,100,500,Wet,Region1
428,Rice,10.0,2,100,20,50,10,Sandy,1,1000,2000,-1000,Dry,Region2
429,Rice,1.5,-1,5000,100,200,10,Clay,1,-500,2000,500,Wet,Region2
430,Maize,1.5,5,10000,45,50,100,Clay,yes,-500,2000,-1000,Dry,Region1
431,Maize,1.5,-1,5000,100,200,10,Sandy,yes,-500,2000,500,Dry,Region1
432,Rice,-5.0,-1,5000,45,200,100,Clay,1,-500,100,500,Wet,Region1
433,Rice,-5.0,-1,10000,45,200,10,Clay,0,1000,2000,-1000,Dry,Region2
434,Wheat,-5.0,2,5000,20,200,10,Sandy,yes,1000,2000,-1000,Dry,Region2
435,Maize,-5.0,-1,10000,100,50,100,Sandy,1,-500,100,-1000,Dry,Region2
436,Rice,10.0,2,10000,45,50,100,Clay,yes,1000,2000,500,Dry,Region2
437,Rice,1.5,5,10000,45,50,10,Clay,0,1000,2000,500,Dry,Region1
438,Rice,1.5,2,10000,20,200,100,Sandy,0,-500,2000,500,Wet,Region2
439,Wheat,1.5,2,100,45,200,100,Sandy,1,1000,2000,-1000,Dry,Region2
440,Rice,1.5,2,100,45,200,10,Clay,yes,1000,2000,500,Wet,Region2
441,Wheat,-5.0,-1,5000,20,200,10,Sandy,0,1000,2000,500,Dry,Region2
442,Rice,-5.0,2,10000,45,50,100,Clay,1,1000,2000,-1000,Wet,Region1
443,Maize,-5.0,5,100,20,200,10,Clay,0,-500,2000,-1000,Wet,Region2
444,Rice,-5.0,5,5000,45,50,100,Clay,0,1000,2000,500,Dry,Region2
445,Rice,10.0,5,100,45,50,10,Clay,yes,-500,100,-1000,Dry,Region1
446,Maize,-5.0,5,10000,45,200,100,Sandy,1,-500,2000,-1000,Dry,Region2
447,Rice,1.5,5,100,45,200,100,Sandy,0,-500,2000,500,Wet,Region1
448,Maize,1.5,5,10000,45,200,100,Sandy,0,1000,100,500,Wet,Region2
449,Maize,1.5,5,5000,20,200,100,Sandy,1,1000,2000,-1000,Dry,Region2
450,Maize,10.0,-1,10000,45,50,10,Clay,1,-500,2000,-1000,Wet,Region1
451,Rice,-5.0,-1,5000,20,200,100,Clay,1,1000,2000,-1000,Wet,Region2
452,Maize,-5.0,-1,100,100,200,100,Clay,1,-500,2000,-1000,Dry,Region2
453,Wheat,-5.0,2,10000,45,200,10,Clay,1,-500,100,500,Wet,Region2
454,Maize,1.5,-1,5000,45,200,100,Sandy,yes,-500,100,-1000,Wet,Region2
455,Maize,1.5,-1,10000,20,50,100,Sandy,yes,1000,2000,-1000,Wet,Region1
456,Maize,10.0,-1,5000,100,50,10,Sandy,1,-500,2000,500,Dry,Region1
457,Wheat,1.5,-1,10000,20,50,100,Sandy,1,1000,2000,-1000,Dry,Region2
458,Wheat,10.0,-1,10000,100,200,100,Sandy,0,-500,2000,500,Wet,Region1
459,Wheat,1.5,2,10000,45,200,100,Clay,0,-500,100,-1000,Dry,Region2
460,Maize,1.5,-1,5000,45,50,10,Sandy,0,1000,2000,500,Wet,Region1
461,Maize,-5.0,2,100,45,200,100,Clay,0,-500,100,500,Wet,Region2
462,Rice,10.0,2,5000,45,50,10,Sandy,yes,1000,2000,500,Wet,Region1
463,Rice,-5.0,2,5000,45,200,100,Clay,0,-500,2000,500,Dry,Region2
464,Rice,1.5,-1,10000,100,200,10,Sandy,0,-500,100,-1000,Wet,Region2
465,Maize,1.5,-1,5000,100,50,10,Sandy,1,1000,100,500,Dry,Region2
466,Maize,1.5,2,100,100,50,100,Sandy,1,-500,100,500,Wet,Region1
467,Wheat,-5.0,5,5000,20,200,10,Sandy,1,-500,2000,-1000,Wet,Region2
468,Maize,-5.0,2,10000,100,50,100,Sandy,yes,1000,100,-1000,Dry,Region2
469,Maize,1.5,-1,100,20,50,100,Clay,1,-500,2000,500,Dry,Region2
470,Wheat,10.0,-1,10000,100,200,10,Sandy,yes,-500,2000,-1000,Wet,Region2
471,Maize,-5.0,-1,100,20,50,10,Clay,0,1000,100,-1000,Wet,Region2
472,Wheat,-5.0,-1,10000,45,200,100,Clay,1,1000,2000,-1000,Dry,Region2
473,Maize,1.5,5,5000,20,200,100,Sandy,1,1000,100,-1000,Wet,Region1
474,Maize,10.0,5,100,45,200,10,Sandy,0,-500,100,-1000,Wet,Region2
475,Wheat,1.5,5,5000,100,50,10,Clay,0,1000,100,-1000,Dry,Region2
476,Wheat,-5.0,5,10000,20,50,100,Clay,yes,1000,2000,-1000,Wet,Region1
477,Maize,-5.0,-1,10000,100,200,10,Sandy,0,-500,2000,500,Dry,Region2
478,Rice,1.5,5,100,100,50,100,Clay,yes,1000,2000,-1000,Wet,Region1
479,Maize,1.5,-1,10000,20,50,10,Sandy,0,1000,2000,500,Dry,Region1
480,Maize,10.0,5,100,100,200,10,Sandy,1,-500,2000,-1000,Dry,Region2
481,Wheat,1.5,2,100,45,50,100,Clay,yes,1000,100,500,Wet,Region2
482,Maize,1.5,2,100,20,200,100,Sandy,yes,-500,100,-1000,Wet,Region2
483,Rice,1.5,-1,100,45,50,100,Sandy,0,1000,100,500,Dry,Region2
484,Maize,1.5,2,10000,45,200,10,Clay,yes,1000,100,-1000,Wet,Region2
485,Wheat,10.0,5,10000,45,50,100,Sandy,yes,-500,100,-1000,Wet,Region1
486,Wheat,10.0,2,5000,20,200,100,Sandy,yes,1000,2000,-1000,Wet,Region1
487,Wheat,1.5,5,5000,45,50,10,Sandy,yes,1000,100,500,Dry,Region2
488,Wheat,10.0,5,10000,100,200,10,Sandy,0,1000,2000,-1000,Dry,Region1
489,Rice,1.5,2,10000,45,50,10,Clay,1,-500,2000,-1000,Dry,Region1
490,Maize,10.0,5,5000,20,50,10,Sandy,1,1000,100,-1000,Wet,Region1
491,Wheat,-5.0,2,100,45,50,100,Clay,yes,-500,2000,-1000,Dry,Region2
492,Wheat,10.0,2,100,45,200,10,Sandy,0,1000,2000,500,Wet,Region2
493,Wheat,1.5,-1,100,20,50,100,Sandy,1,1000,2000,-1000,Wet,Region2
494,Rice,1.5,-1,10000,45,200,10,Sandy,yes,-500,100,-1000,Wet,Region1
495,Wheat,1.5,-1,10000,45,50,10,Clay,1,-500,100,-1000,Wet,Region1
496,Rice,10.0,5,5000,100,200,100,Clay,0,1000,2000,-1000,Dry,Region2
497,Maize,-5.0,5,5000,45,50,10,Clay,0,1000,2000,500,Wet,Region1
498,Maize,1.5,-1,100,20,50,10,Sandy,yes,-500,2000,-1000,Wet,Region1
499,Rice,-5.0,5,10000,20,200,10,Clay,0,1000,2000,500,Dry,Region1
500,Rice,10.0,5,10000,20,50,100,Sandy,1,-500,2000,500,Dry,Region1
501,Wheat,10.0,-1,5000,45,200,100,Clay,yes,-500,2000,500,Dry,Region1
502,Maize,1.5,5,10000,20,200,10,Clay,1,1000,2000,-1000,Wet,Region2
503,Maize,-5.0,5,10000,45,50,10,Sandy,0,1000,2000,-1000,Dry,Region2
504,Rice,10.0,-1,100,45,50,100,Sandy,yes,1000,100,-1000,Dry,Region2
505,Wheat,-5.0,2,100,20,50,10,Sandy,yes,-500,100,-1000,Wet,Region1
506,Rice,-5.0,-1,5000,45,200,10,Clay,1,1000,100,-1000,Dry,Region1
507,Maize,10.0,2,10000,20,50,10,Clay,yes,1000,2000,500,Dry,Region1
508,Rice,-5.0,5,10000,20,50,10,Sandy,yes,-500,100,500,Dry,Region1
509,Rice,-5.0,5,5000,20,50,100,Clay,0,-500,2000,500,Wet,Region2
510,Wheat,1.5,-1,100,45,50,100,Clay,1,-500,2000,-1000,Dry,Region2
511,Wheat,10.0,5,10000,20,200,100,Sandy,yes,1000,100,500,Dry,Region1
512,Maize,1.5,-1,100,100,200,10,Sandy,1,-500,2000,-1000,Wet,Region2
513,Wheat,1.5,2,5000,20,50,100,Clay,yes,1000,2000,500,Dry,Region2
514,Maize,1.5,-1,100,100,50,100,Clay,0,1000,100,-1000,Dry,Region1
515,Rice,10.0,5,5000,20,50,10,Clay,1,1000,2000,-1000,Dry,Region2
516,Rice,-5.0,2,10000,100,50,100,Sandy,0,-500,2000,-1000,Wet,Region2
517,Maize,1.5,5,5000,20,200,100,Sandy,yes,-500,100,-1000,Dry,Region1
518,Rice,-5.0,5,10000,45,200,10,Clay,0,1000,2000,500,Wet,Region2
519,Maize,1.5,2,10000,20,50,100,Sandy,1,1000,100,500,Wet,Region1
520,Wheat,-5.0,2,100,100,200,10,Sandy,yes,-500,2000,500,Wet,Region2
521,Wheat,1.5,-1,10000,20,50,100,Clay,1,1000,2000,500,Wet,Region1
522,Maize,1.5,2,100,20,50,100,Sandy,1,1000,100,500,Dry,Region1
523,Rice,10.0,2,10000,20,200,10,Sandy,0,-500,100,500,Dry,Region1
524,Wheat,1.5,5,10000,20,200,100,Clay,yes,1000,100,500,Wet,Region2
525,Wheat,1.5,2,5000,100,200,100,Sandy,yes,1000,2000,-1000,Dry,Region1
526,Wheat,-5.0,2,100,45,200,10,Sandy,1,1000,100,500,Dry,Region2
527,Maize,10.0,-1,100,20,200,10,Sandy,1,-500,100,-1000,Wet,Region1
528,Rice,-5.0,2,5000,45,50,10,Clay,0,-500,100,-1000,Dry,Region1
529,Rice,1.5,5,100,45,50,10,Sandy,1,1000,2000,-1000,Dry,Region2
530,Maize,1.5,-1,100,100,50,100,Sandy,0,-500,100,500,Dry,Region1
531,Wheat,1.5,5,100,45,50,10,Sandy,yes,1000,100,-1000,Dry,Region2
532,Maize,10.0,5,5000,45,50,100,Clay,1,1000,100,-1000,Dry,Region2
533,Rice,10.0,2,100,100,50,100,Sandy,0,-500,100,-1000,Wet,Region2
534,Maize,10.0,5,5000,20,50,100,Clay,yes,1000,100,500,Wet,Region1
535,Maize,1.5,-1,5000,100,50,100,Clay,0,1000,100,-1000,Dry,Region2
536,Maize,10.0,-1,100,20,200,10,Clay,yes,1000,2000,500,Wet,Region1
537,Wheat,-5.0,-1,100,45,50,100,Clay,yes,-500,2000,-1000,Dry,Region2
538,Rice,10.0,5,5000,20,50,100,Clay,1,-500,100,-1000,Dry,Region1
539,Rice,1.5,2,5000,20,200,100,Sandy,1,-500,2000,-1000,Dry,Region2
540,Wheat,10.0,5,5000,45,50,100,Clay,yes,1000,2000,500,Dry,Region2
541,Rice,1.5,5,10000,45,50,100,Clay,yes,1000,100,500,Wet,Region2
542,Wheat,10.0,-1,5000,45,50,10,Sandy,yes,1000,100,-1000,Dry,Region2
543,Rice,1.5,2,10000,20,50,10,Clay,yes,1000,100,500,Dry,Region2
544,Wheat,1.5,2,10000,20,50,100,Clay,1,1000,2000,500,Wet,Region2
545,Rice,-5.0,2,10000,45,50,10,Sandy,1,1000,100,-1000,Wet,Region1
546,Maize,10.0,-1,10000,100,200,100,Sandy,1,-500,100,500,Dry,Region2
547,Maize,-5.0,2,100,45,50,10,Sandy,1,1000,100,-1000,Dry,Region2
548,Wheat,10.0,2,5000,45,50,100,Sandy,1,-500,2000,-1000,Wet,Region1
549,Rice,10.0,-1,5000,100,50,100,Sandy,1,1000,100,500,Dry,Region2
550,Maize,1.5,2,10000,100,200,100,Sandy,yes,1000,2000,500,Wet,Region2
551,Rice,10.0,-1,10000,100,50,100,Sandy,1,-500,2000,500,Wet,Region1
552,Maize,-5.0,2,5000,45,200,10,Clay,yes,1000,2000,500,Dry,Region1
553,Wheat,10.0,2,5000,45,50,100,Clay,1,-500,100,-1000,Wet,Region2
554,Rice,-5.0,-1,10000,20,50,100,Sandy,yes,1000,100,500,Wet,Region1
555,Maize,-5.0,2,5000,100,200,10,Clay,0,1000,100,500,Dry,Region2
556,Maize,10.0,-1,5000,45,50,100,Sandy,1,1000,2000,500,Wet,Region1
557,Rice,-5.0,2,10000,100,50,10,Clay,0,-500,100,500,Dry,Region2
558,Wheat,10.0,-1,10000,45,50,100,Sandy,1,1000,2000,500,Wet,Region1
559,Rice,1.5,-1,10000,100,50,100,Clay,yes,-500,2000,-1000,Wet,Region1
560,Rice,-5.0,2,100,100,50,100,Sandy,1,1000,2000,500,Wet,Region1
561,Maize,1.5,2,5000,45,200,100,Clay,0,1000,100,500,Dry,Region1
562,Rice,10.0,-1,5000,100,200,100,Sandy,yes,1000,2000,500,Dry,Region1
563,Wheat,1.5,-1,10000,45,200,100,Sandy,1,1000,100,500,Dry,Region1
564,Rice,10.0,5,5000,45,50,10,Clay,0,-500,100,-1000,Wet,Region1
565,Wheat,-5.0,-1,10000,100,50,100,Sandy,0,-500,100,500,Dry,Region2
566,Rice,1.5,2,100,20,50,10,Clay,yes,-500,100,500,Wet,Region2
567,Maize,-5.0,-1,100,45,200,10,Sandy,0,1000,2000,500,Wet,Region2
568,Maize,1.5,-1,10000,100,200,10,Sandy,yes,-500,2000,500,Dry,Region1
569,Wheat,-5.0,-1,5000,100,200,100,Sandy,0,1000,2000,500,Wet,Region2
570,Maize,-5.0,2,100,45,50,10,Clay,yes,1000,2000,-1000,Dry,Region1
571,Maize,1.5,5,10000,45,200,100,Sandy,0,1000,2000,500,Dry,Region2
572,Rice,1.5,5,100,20,200,100,Sandy,1,1000,100,-1000,Wet,Region2
573,Wheat,10.0,-1,5000,100,200,10,Sandy,0,1000,100,-1000,Wet,Region1
574,Maize,-5.0,-1,10000,45,50,100,Sandy,1,1000,100,-1000,Wet,Region2
575,Rice,1.5,-1,10000,20,200,100,Sandy,yes,1000,100,500,Wet,Region1
576,Wheat,10.0,5,10000,20,200,10,Clay,1,-500,2000,500,Dry,Region2
577,Maize,10.0,-1,100,45,50,10,Sandy,1,1000,2000,500,Wet,Region2
578,Rice,10.0,5,5000,20,200,10,Sandy,1,1000,2000,-1000,Dry,Region2
579,Wheat,1.5,5,100,20,50,100,Sandy,0,-500,100,500,Wet,Region1
580,Rice,-5.0,2,100,45,200,100,Clay,yes,-500,100,500,Dry,Region1
581,Rice,10.0,5,100,100,50,100,Sandy,0,1000,100,-1000,Wet,Region2
582,Rice,-5.0,5,5000,100,50,10,Sandy,yes,-500,100,-1000,Dry,Region1
583,Maize,10.0,2,100,20,50,100,Sandy,yes,1000,2000,-1000,Dry,Region1
584,Maize,1.5,2,10000,100,50,10,Sandy,yes,-500,2000,-1000,Wet,Region2
585,Rice,1.5,-1,5000,45,200,100,Sandy,yes,1000,2000,500,Wet,Region1
586,Maize,-5.0,-1,10000,20,50,10,Clay,0,-500,100,500,Dry,Region1
587,Wheat,10.0,2,100,20,200,10,Clay,yes,-500,100,500,Wet,Region1
588,Wheat,1.5,5,5000,100,200,100,Clay,yes,1000,2000,500,Wet,Region2
589,Wheat,-5.0,-1,10000,100,200,10,Clay,0,1000,100,500,Wet,Region2
590,Maize,-5.0,5,5000,45,200,10,Sandy,0,1000,100,500,Dry,Region1
591,Rice,10.0,5,5000,45,200,10,Clay,yes,-500,2000,-1000,Wet,Region1
592,Wheat,-5.0,5,10000,45,200,100,Clay,0,-500,2000,500,Dry,Region2
593,Rice,10.0,5,10000,45,200,10,Sandy,1,1000,2000,-1000,Wet,Region1
594,Maize,-5.0,-1,100,20,50,100,Sandy,1,-500,2000,500,Dry,Region1
595,Maize,1.5,5,10000,45,200,100,Clay,0,1000,2000,-1000,Dry,Region1
596,Rice,10.0,2,10000,20,200,10,Sandy,1,-500,2000,-1000,Wet,Region1
597,Maize,10.0,5,10000,20,200,10,Sandy,1,1000,100,500,Wet,Region1
598,Rice,1.5,-1,10000,100,200,100,Sandy,1,1000,2000,-1000,Dry,Region2
599,Rice,-5.0,2,10000,20,200,100,Sandy,0,-500,100,500,Wet,Region2
600,Maize,10.0,2,5000,100,50,100,Sandy,1,-500,100,500,Wet,Region2
601,Rice,10.0,5,100,100,50,100,Sandy,yes,-500,2000,-1000,Wet,Region1
602,Maize,1.5,2,5000,20,50,100,Clay,yes,1000,2000,500,Wet,Region2
603,Rice,10.0,2,100,100,200,10,Clay,0,-500,100,-1000,Dry,Region1
604,Rice,10.0,-1,10000,100,200,100,Sandy,0,1000,100,-1000,Dry,Region1
605,Maize,10.0,2,100,100,50,100,Sandy,1,-500,2000,500,Wet,Region2
606,Wheat,10.0,5,10000,20,50,100,Sandy,1,-500,100,500,Wet,Region1
607,Wheat,-5.0,2,100,100,200,100,Sandy,yes,-500,2000,-1000,Dry,Region1
608,Wheat,10.0,2,10000,20,50,100,Clay,0,-500,2000,-1000,Wet,Region1
609,Maize,10.0,2,10000,20,50,10,Clay,0,1000,2000,-1000,Dry,Region1
610,Maize,1.5,2,5000,100,50,100,Clay,0,1000,2000,500,Dry,Region1
611,Rice,1.5,5,10000,100,200,10,Sandy,0,1000,2000,500,Dry,Region2
612,Maize,1.5,2,5000,100,200,100,Sandy,yes,-500,100,500,Wet,Region2
613,Wheat,-5.0,5,100,100,200,100,Clay,0,-500,2000,-1000,Wet,Region2
614,Rice,10.0,2,5000,100,50,100,Sandy,yes,-500,100,500,Wet,Region1
615,Rice,1.5,-1,5000,20,50,10,Sandy,0,-500,2000,500,Dry,Region2
616,Maize,1.5,5,5000,20,200,100,Sandy,1,1000,2000,-1000,Wet,Region1
